"","ENTREZID","SYMBOL","GENENAME"
"19784","100126332","MIR943","microRNA 943"
"19785","401115","C4orf48","chromosome 4 open reading frame 48"
"19786","339983","NAT8L","N-acetyltransferase 8 like"
"19787","353497","POLN","DNA polymerase nu"
"19788","79441","HAUS3","HAUS augmin like complex subunit 3"
"19789","10608","MXD4","MAX dimerization protein 4"
"19790","100616358","MIR4800","microRNA 4800"
"19791","57732","ZFYVE28","zinc finger FYVE-type containing 28"
"19792","402160","CFAP99","cilia and flagella associated protein 99"
"19793","6047","RNF4","ring finger protein 4"
"19794","8603","FAM193A","family with sequence similarity 193 member A"
"19795","79155","TNIP2","TNFAIP3 interacting protein 2"
"19796","6452","SH3BP2","SH3 domain binding protein 2"
"19797","118","ADD1","adducin 1"
"19798","10227","MFSD10","major facilitator superfamily domain containing 10"
"19799","317648","NOP14-AS1","NOP14 antisense RNA 1"
"19800","8602","NOP14","NOP14 nucleolar protein"
"19801","2868","GRK4","G protein-coupled receptor kinase 4"
"19802","100750326","HTT-AS","HTT antisense RNA"
"19803","3064","HTT","huntingtin"
"19804","345222","MSANTD1","Myb/SANT DNA binding domain containing 1"
"19805","6002","RGS12","regulator of G protein signaling 12"
"19806","3083","HGFAC","HGF activator"
"19807","285489","DOK7","docking protein 7"
"19808","4043","LRPAP1","LDL receptor related protein associated protein 1"
"19809","285492","LINC00955","long intergenic non-protein coding RNA 955"
"19810","100133461","LINC02171","long intergenic non-protein coding RNA 2171"
"19811","152","ADRA2C","adrenoceptor alpha 2C"
"19812","348926","FAM86EP","family with sequence similarity 86, member A pseudogene"
"19813","133060","OTOP1","otopetrin 1"
"19814","85013","TMEM128","transmembrane protein 128"
"19815","55646","LYAR","Ly1 antibody reactive"
"19816","166793","ZBTB49","zinc finger and BTB domain containing 49"
"19817","27065","NSG1","neuronal vesicle trafficking associated 1"
"19818","53407","STX18","syntaxin 18"
"19819","104472519","STX18-IT1","STX18 intronic transcript 1"
"19820","100507266","STX18-AS1","STX18 antisense RNA 1 (head to head)"
"19821","101928279","LOC101928279","uncharacterized LOC101928279"
"19822","103695434","LINC01396","long intergenic non-protein coding RNA 1396"
"19823","4487","MSX1","msh homeobox 1"
"19824","101928306","LOC101928306","uncharacterized LOC101928306"
"19825","54360","CYTL1","cytokine like 1"
"19826","55351","STK32B","serine/threonine kinase 32B"
"19827","10141","LINC01587","long intergenic non-protein coding RNA 1587"
"19828","132884","EVC2","EvC ciliary complex subunit 2"
"19829","2121","EVC","EvC ciliary complex subunit 1"
"19830","1400","CRMP1","collapsin response mediator protein 1"
"19831","100616201","MIR378D1","microRNA 378d-1"
"19832","389197","C4orf50","chromosome 4 open reading frame 50"
"19833","105374380",NA,NA
"19834","152789","JAKMIP1","janus kinase and microtubule interacting protein 1"
"19835","285484","LINC02495","long intergenic non-protein coding RNA 2495"
"19836","7466","WFS1","wolframin ER transmembrane glycoprotein"
"19837","5522","PPP2R2C","protein phosphatase 2 regulatory subunit Bgamma"
"19838","23324","MAN2B2","mannosidase alpha class 2B member 2"
"19839","93621","MRFAP1","Morf4 family associated protein 1"
"19840","93622","LOC93622","Morf4 family associated protein 1 like 1 pseudogene"
"19841","6286","S100P","S100 calcium binding protein P"
"19842","114932","MRFAP1L1","Morf4 family associated protein 1 like 1"
"19843","55330","BLOC1S4","biogenesis of lysosomal organelles complex 1 subunit 4"
"19844","9778","KIAA0232","KIAA0232"
"19845","57533","TBC1D14","TBC1 domain family member 14"
"19846","100129931","LOC100129931","uncharacterized LOC100129931"
"19847","257236","CCDC96","coiled-coil domain containing 96"
"19848","93624","TADA2B","transcriptional adaptor 2B"
"19849","80273","GRPEL1","GrpE like 1, mitochondrial"
"19850","730971","LINC02447","long intergenic non-protein coding RNA 2447"
"19851","57537","SORCS2","sortilin related VPS10 domain containing receptor 2"
"19852","100616471","MIR4798","microRNA 4798"
"19853","768239","PSAPL1","prosaposin like 1 (gene/pseudogene)"
"19854","100422826","MIR4274","microRNA 4274"
"19855","84740","AFAP1-AS1","AFAP1 antisense RNA 1"
"19856","60312","AFAP1","actin filament associated protein 1"
"19857","105374372",NA,NA
"19858","84448","ABLIM2","actin binding LIM protein family member 2"
"19859","407052","MIR95","microRNA 95"
"19860","54436","SH3TC1","SH3 domain and tetratricopeptide repeats 1"
"19861","94031","HTRA3","HtrA serine peptidase 3"
"19862","8310","ACOX3","acyl-CoA oxidase 3, pristanoyl"
"19863","152992","TRMT44","tRNA methyltransferase 44 homolog"
"19864","27201","GPR78","G protein-coupled receptor 78"
"19865","8532","CPZ","carboxypeptidase Z"
"19866","3166","HMX1","H6 family homeobox 1"
"19867","650293","LOC650293","seven transmembrane helix receptor"
"19868","100287013","FAM86KP","protein FAM86A-like"
"19869","100287144","USP17L10","ubiquitin specific peptidase 17 like family member 10"
"19870","100287178","USP17L11","ubiquitin specific peptidase 17 like family member 11"
"19871","100287205","USP17L12","ubiquitin specific peptidase 17 like family member 12"
"19872","100287238","USP17L13","ubiquitin specific peptidase 17 like family member 13"
"19873","100288520","USP17L15","ubiquitin specific peptidase 17 like family member 15"
"19874","100287327","USP17L17","ubiquitin specific peptidase 17 like family member 17"
"19875","100287364","USP17L18","ubiquitin specific peptidase 17 like family member 18"
"19876","100287404","USP17L19","ubiquitin specific peptidase 17 like family member 19"
"19877","100287441","USP17L20","ubiquitin specific peptidase 17 like family member 20"
"19878","100287478","USP17L21","ubiquitin specific peptidase 17 like family member 21"
"19879","100287513","USP17L22","ubiquitin specific peptidase 17 like family member 22"
"19880","728369","USP17L24","ubiquitin specific peptidase 17 like family member 24"
"19881","728373","USP17L25","ubiquitin specific peptidase 17 like family member 25"
"19882","728379","USP17L26","ubiquitin specific peptidase 17 like family member 26"
"19883","728386","USP17L5","ubiquitin specific peptidase 17 like family member 5"
"19884","728393","USP17L27","ubiquitin specific peptidase 17 like family member 27"
"19885","728400","USP17L28","ubiquitin specific peptidase 17 like family member 28"
"19886","728405","USP17L29","ubiquitin specific peptidase 17 like family member 29"
"19887","391627","USP17L9P","ubiquitin specific peptidase 17 like family member 9, pseudogene"
"19888","728419","USP17L30","ubiquitin specific peptidase 17 like family member 30"
"19889","391622","USP17L6P","ubiquitin specific peptidase 17 like family member 6, pseudogene"
"19890","644414","DEFB131A","defensin beta 131A"
"19891","101928948","LOC101928948","collagen alpha-1(I) chain-like"
"19892","100302277","MIR548I2","microRNA 548i-2"
"19893","56606","SLC2A9","solute carrier family 2 member 9"
"19894","1816","DRD5","dopamine receptor D5"
"19895","9948","WDR1","WD repeat domain 1"
"19896","100423011","MIR3138","microRNA 3138"
"19897","85460","ZNF518B","zinc finger protein 518B"
"19898","116449","CLNK","cytokine dependent hematopoietic cell linker"
"19899","693157","MIR572","microRNA 572"
"19900","9957","HS3ST1","heparan sulfate-glucosamine 3-sulfotransferase 1"
"19901","101929019","LINC02270","long intergenic non-protein coding RNA 2270"
"19902","9364","RAB28","RAB28, member RAS oncogene family"
"19903","285547","LINC01097","long intergenic non-protein coding RNA 1097"
"19904","579","NKX3-2","NK3 homeobox 2"
"19905","285548","LINC01096","long intergenic non-protein coding RNA 1096"
"19906","259282","BOD1L1","biorientation of chromosomes in cell division 1 like 1"
"19907","100847023","MIR5091","microRNA 5091"
"19908","101929071","LINC01182","long intergenic non-protein coding RNA 1182"
"19909","152742","LINC01085","long intergenic non-protein coding RNA 1085"
"19910","201853","LINC00504","long intergenic non-protein coding RNA 504"
"19911","441009","CPEB2-DT","CPEB2 divergent transcript"
"19912","132864","CPEB2","cytoplasmic polyadenylation element binding protein 2"
"19913","101929095","C1QTNF7-AS1","C1QTNF7 antisense RNA 1"
"19914","114905","C1QTNF7","C1q and TNF related 7"
"19915","57545","CC2D2A","coiled-coil and C2 domain containing 2A"
"19916","26234","FBXL5","F-box and leucine rich repeat protein 5"
"19917","285550","FAM200B","family with sequence similarity 200 member B"
"19918","683","BST1","bone marrow stromal cell antigen 1"
"19919","952","CD38","CD38 molecule"
"19920","9982","FGFBP1","fibroblast growth factor binding protein 1"
"19921","83888","FGFBP2","fibroblast growth factor binding protein 2"
"19922","8842","PROM1","prominin 1"
"19923","202018","TAPT1","transmembrane anterior posterior transformation 1"
"19924","202020","TAPT1-AS1","TAPT1 antisense RNA 1 (head to head)"
"19925","9079","LDB2","LIM domain binding 2"
"19926","101929123","LINC02493","long intergenic non-protein coding RNA 2493"
"19927","5860","QDPR","quinoid dihydropteridine reductase"
"19928","645104","CLRN2","clarin 2"
"19929","51056","LAP3","leucine aminopeptidase 3"
"19930","80306","MED28","mediator complex subunit 28"
"19931","27146","FAM184B","family with sequence similarity 184 member B"
"19932","54876","DCAF16","DDB1 and CUL4 associated factor 16"
"19933","64151","NCAPG","non-SMC condensin I complex subunit G"
"19934","254251","LCORL","ligand dependent nuclear receptor corepressor like"
"19935","9353","SLIT2","slit guidance ligand 2"
"19936","100505893","SLIT2-IT1","SLIT2 intronic transcript 1"
"19937","407000","MIR218-1","microRNA 218-1"
"19938","133015","PACRGL","parkin coregulated like"
"19939","80333","KCNIP4","potassium voltage-gated channel interacting protein 4"
"19940","102465859","MIR7978","microRNA 7978"
"19941","359822","KCNIP4-IT1","KCNIP4 intronic transcript 1"
"19942","100505912","LOC100505912","uncharacterized LOC100505912"
"19943","166647","ADGRA3","adhesion G protein-coupled receptor A3"
"19944","57733","GBA3","glucosylceramidase beta 3 (gene/pseudogene)"
"19945","10891","PPARGC1A","PPARG coactivator 1 alpha"
"19946","693158","MIR573","microRNA 573"
"19947","1665","DHX15","DEAH-box helicase 15"
"19948","6649","SOD3","superoxide dismutase 3"
"19949","91050","CCDC149","coiled-coil domain containing 149"
"19950","55203","LGI2","leucine rich repeat LGI family member 2"
"19951","51091","SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase"
"19952","285540","SEPSECS-AS1","SEPSECS antisense RNA 1 (head to head)"
"19953","55300","PI4K2B","phosphatidylinositol 4-kinase type 2 beta"
"19954","29063","ZCCHC4","zinc finger CCHC-type containing 4"
"19955","29945","ANAPC4","anaphase promoting complex subunit 4"
"19956","10568","SLC34A2","solute carrier family 34 member 2"
"19957","23231","SEL1L3","SEL1L family member 3"
"19958","389203","SMIM20","small integral membrane protein 20"
"19959","3516","RBPJ","recombination signal binding protein for immunoglobulin kappa J region"
"19960","886","CCKAR","cholecystokinin A receptor"
"19961","55296","TBC1D19","TBC1 domain family member 19"
"19962","57620","STIM2","stromal interaction molecule 2"
"19963","101929199","LINC02261","long intergenic non-protein coding RNA 2261"
"19964","100422937","MIR4275","microRNA 4275"
"19965","5099","PCDH7","protocadherin 7"
"19966","102723778","LINC02497","long intergenic non-protein coding RNA 2497"
"19967","102723828","LINC02506","long intergenic non-protein coding RNA 2506"
"19968","101927363","LINC02353","long intergenic non-protein coding RNA 2353"
"19969","101928622","LOC101928622","uncharacterized LOC101928622"
"19970","116984","ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
"19971","439933","LOC439933","uncharacterized LOC439933"
"19972","401124","DTHD1","death domain containing 1"
"19973","100313806","MIR1255B1","microRNA 1255b-1"
"19974","100616435","MIR4801","microRNA 4801"
"19975","57495","NWD2","NACHT and WD repeat domain containing 2"
"19976","55286","C4orf19","chromosome 4 open reading frame 19"
"19977","768211","RELL1","RELT like 1"
"19978","55276","PGM2","phosphoglucomutase 2"
"19979","23216","TBC1D1","TBC1 domain family member 1"
"19980","10744","PTTG2","pituitary tumor-transforming 2"
"19981","101928776","LINC01258","long intergenic non-protein coding RNA 1258"
"19982","79667","KLF3-AS1","KLF3 antisense RNA 1"
"19983","51274","KLF3","Kruppel like factor 3"
"19984","81793","TLR10","toll like receptor 10"
"19985","7096","TLR1","toll like receptor 1"
"19986","10333","TLR6","toll like receptor 6"
"19987","92689","FAM114A1","family with sequence similarity 114 member A1"
"19988","693159","MIR574","microRNA 574"
"19989","80008","TMEM156","transmembrane protein 156"
"19990","51088","KLHL5","kelch like family member 5"
"19991","57728","WDR19","WD repeat domain 19"
"19992","5981","RFC1","replication factor C subunit 1"
"19993","152831","KLB","klotho beta"
"19994","100847065","MIR5591","microRNA 5591"
"19995","6133","RPL9","ribosomal protein L9"
"19996","11019","LIAS","lipoic acid synthetase"
"19997","401127","LOC401127","WD repeat domain 5 pseudogene"
"19998","7358","UGDH","UDP-glucose 6-dehydrogenase"
"19999","100885776","UGDH-AS1","UGDH antisense RNA 1"
"20000","201895","SMIM14","small integral membrane protein 14"
"20001","3093","UBE2K","ubiquitin conjugating enzyme E2 K"
"20002","23244","PDS5A","PDS5 cohesin associated factor A"
"20003","344967","LOC344967","acyl-CoA thioesterase 7 pseudogene"
"20004","55728","N4BP2","NEDD4 binding protein 2"
"20005","399","RHOH","ras homolog family member H"
"20006","101060498","LINC02265","long intergenic non-protein coding RNA 2265"
"20007","55584","CHRNA9","cholinergic receptor nicotinic alpha 9 subunit"
"20008","54502","RBM47","RNA binding motif protein 47"
"20009","100616274","MIR4802","microRNA 4802"
"20010","79730","NSUN7","NOP2/Sun RNA methyltransferase family member 7"
"20011","323","APBB2","amyloid beta precursor protein binding family B member 2"
"20012","101410542","UCHL1-AS1","UCHL1 antisense RNA 1 (head to head)"
"20013","7345","UCHL1","ubiquitin C-terminal hydrolase L1"
"20014","22998","LIMCH1","LIM and calponin homology domains 1"
"20015","8929","PHOX2B","paired like homeobox 2B"
"20016","101927074","LINC00682","long intergenic non-protein coding RNA 682"
"20017","55161","TMEM33","transmembrane protein 33"
"20018","285429","DCAF4L1","DDB1 and CUL4 associated factor 4 like 1"
"20019","10463","SLC30A9","solute carrier family 30 member 9"
"20020","389206","BEND4","BEN domain containing 4"
"20021","152573","SHISA3","shisa family member 3"
"20022","10396","ATP8A1","ATPase phospholipid transporting 8A1"
"20023","389207","GRXCR1","glutaredoxin and cysteine rich domain containing 1"
"20024","100506827","LINC02475","long intergenic non-protein coding RNA 2475"
"20025","386617","KCTD8","potassium channel tetramerization domain containing 8"
"20026","285525","YIPF7","Yip1 domain family member 7"
"20027","60558","GUF1","GUF1 homolog, GTPase"
"20028","132789","GNPDA2","glucosamine-6-phosphate deaminase 2"
"20029","2565","GABRG1","gamma-aminobutyric acid type A receptor gamma1 subunit"
"20030","2555","GABRA2","gamma-aminobutyric acid type A receptor alpha2 subunit"
"20031","170712","COX7B2","cytochrome c oxidase subunit 7B2"
"20032","2557","GABRA4","gamma-aminobutyric acid type A receptor alpha4 subunit"
"20033","2560","GABRB1","gamma-aminobutyric acid type A receptor beta1 subunit"
"20034","54951","COMMD8","COMM domain containing 8"
"20035","57205","ATP10D","ATPase phospholipid transporting 10D (putative)"
"20036","10699","CORIN","corin, serine peptidase"
"20037","102467004","MIR8053","microRNA 8053"
"20038","101927179","LOC101927179","uncharacterized LOC101927179"
"20039","152518","NFXL1","nuclear transcription factor, X-box binding like 1"
"20040","101927157","LOC101927157","uncharacterized LOC101927157"
"20041","1259","CNGA1","cyclic nucleotide gated channel subunit alpha 1"
"20042","152519","NIPAL1","NIPA like domain containing 1"
"20043","7294","TXK","TXK tyrosine kinase"
"20044","7006","TEC","tec protein tyrosine kinase"
"20045","57606","SLAIN2","SLAIN motif family member 2"
"20046","201780","SLC10A4","solute carrier family 10 member 4"
"20047","326340","ZAR1","zygote arrest 1"
"20048","285527","FRYL","FRY like transcription coactivator"
"20049","54940","OCIAD1","OCIA domain containing 1"
"20050","132299","OCIAD2","OCIA domain containing 2"
"20051","80157","CWH43","cell wall biogenesis 43 C-terminal homolog"
"20052","23142","DCUN1D4","defective in cullin neddylation 1 domain containing 4"
"20053","339977","LRRC66","leucine rich repeat containing 66"
"20054","6443","SGCB","sarcoglycan beta"
"20055","132671","SPATA18","spermatogenesis associated 18"
"20056","64854","USP46","ubiquitin specific peptidase 46"
"20057","643783","USP46-AS1","USP46 antisense RNA 1"
"20058","57291","DANCR","differentiation antagonizing non-protein coding RNA"
"20059","100616436","MIR4449","microRNA 4449"
"20060","677810","SNORA26","small nucleolar RNA, H/ACA box 26"
"20061","100288413","ERVMER34-1","endogenous retrovirus group MER34 member 1, envelope"
"20062","152578","LINC01618","long intergenic non-protein coding RNA 1618"
"20063","65997","RASL11B","RAS like family 11 member B"
"20064","152579","SCFD2","sec1 family domain containing 2"
"20065","81608","FIP1L1","factor interacting with PAPOLA and CPSF1"
"20066","84708","LNX1","ligand of numb-protein X 1"
"20067","100873939","LNX1-AS1","LNX1 antisense RNA 1"
"20068","101928879","LOC101928879","COMM domain-containing protein 5-like"
"20069","100873955","LNX1-AS2","LNX1 antisense RNA 2"
"20070","100506444","LOC100506444","uncharacterized LOC100506444"
"20071","402176","RPL21P44","ribosomal protein L21 pseudogene 44"
"20072","26511","CHIC2","cysteine rich hydrophobic domain 2"
"20073","170825","GSX2","GS homeobox 2"
"20074","5156","PDGFRA","platelet derived growth factor receptor alpha"
"20075","3815","KIT","KIT proto-oncogene, receptor tyrosine kinase"
"20076","3791","KDR","kinase insert domain receptor"
"20077","79644","SRD5A3","steroid 5 alpha-reductase 3"
"20078","100506462","SRD5A3-AS1","SRD5A3 antisense RNA 1"
"20079","55858","TMEM165","transmembrane protein 165"
"20080","9575","CLOCK","clock circadian regulator"
"20081","132954","PDCL2","phosducin like 2"
"20082","10874","NMU","neuromedin U"
"20083","644145","EXOC1L","exocyst complex component 1 like"
"20084","55763","EXOC1","exocyst complex component 1"
"20085","9662","CEP135","centrosomal protein 135"
"20086","57482","CRACD","capping protein inhibiting regulator of actin dynamics"
"20087","132949","AASDH","aminoadipate-semialdehyde dehydrogenase"
"20088","5471","PPAT","phosphoribosyl pyrophosphate amidotransferase"
"20089","100506514","LOC100506514","uncharacterized LOC100506514"
"20090","10606","PAICS","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"20091","6731","SRP72","signal recognition particle 72"
"20092","132946","ARL9","ADP ribosylation factor like GTPase 9"
"20093","100506564","THEGL","theg spermatid protein like"
"20094","84525","HOPX","HOP homeobox"
"20095","6691","SPINK2","serine peptidase inhibitor, Kazal type 2"
"20096","5978","REST","RE1 silencing transcription factor"
"20097","84273","NOA1","nitric oxide associated 1"
"20098","5431","POLR2B","RNA polymerase II subunit B"
"20099","3490","IGFBP7","insulin like growth factor binding protein 7"
"20100","255130","IGFBP7-AS1","IGFBP7 antisense RNA 1"
"20101","101928851","LINC02380","long intergenic non-protein coding RNA 2380"
"20102","100616450","MIR548AG1","microRNA 548ag-1"
"20103","23284","ADGRL3","adhesion G protein-coupled receptor L3"
"20104","101927186","ADGRL3-AS1","adhesion G protein-coupled receptor L3 antisense RNA 1"
"20105","253017","TECRL","trans-2,3-enoyl-CoA reductase like"
"20106","401134","LINC02232","long intergenic non-protein coding RNA 2232"
"20107","2044","EPHA5","EPH receptor A5"
"20108","100144602","EPHA5-AS1","EPHA5 antisense RNA 1"
"20109","100302177","MIR1269A","microRNA 1269a"
"20110","101927237","LOC101927237","uncharacterized LOC101927237"
"20111","1060","CENPC","centromere protein C"
"20112","26228","STAP1","signal transducing adaptor family member 1"
"20113","55236","UBA6","ubiquitin like modifier activating enzyme 6"
"20114","550112","UBA6-AS1","UBA6 antisense RNA 1 (head to head)"
"20115","2798","GNRHR","gonadotropin releasing hormone receptor"
"20116","9407","TMPRSS11D","transmembrane serine protease 11D"
"20117","339967","TMPRSS11A","transmembrane serine protease 11A"
"20118","644759","TMPRSS11GP","transmembrane serine protease 11G, pseudogene"
"20119","389208","TMPRSS11F","transmembrane serine protease 11F"
"20120","550113","LOC550113","uncharacterized LOC550113"
"20121","401135","SYT14P1","synaptotagmin 14 pseudogene 1"
"20122","100130017","FTLP10","ferritin light chain pseudogene 10"
"20123","401136","TMPRSS11BNL","TMPRSS11B N-terminal like, pseudogene"
"20124","132724","TMPRSS11B","transmembrane serine protease 11B"
"20125","91746","YTHDC1","YTH domain containing 1"
"20126","28983","TMPRSS11E","transmembrane serine protease 11E"
"20127","7367","UGT2B17","UDP glucuronosyltransferase family 2 member B17"
"20128","7366","UGT2B15","UDP glucuronosyltransferase family 2 member B15"
"20129","7365","UGT2B10","UDP glucuronosyltransferase family 2 member B10"
"20130","79799","UGT2A3","UDP glucuronosyltransferase family 2 member A3"
"20131","7364","UGT2B7","UDP glucuronosyltransferase family 2 member B7"
"20132","10720","UGT2B11","UDP glucuronosyltransferase family 2 member B11"
"20133","54490","UGT2B28","UDP glucuronosyltransferase family 2 member B28"
"20134","7363","UGT2B4","UDP glucuronosyltransferase family 2 member B4"
"20135","574537","UGT2A2","UDP glucuronosyltransferase family 2 member A2"
"20136","10941","UGT2A1","UDP glucuronosyltransferase family 2 member A1 complex locus"
"20137","27284","SULT1B1","sulfotransferase family 1B member 1"
"20138","6783","SULT1E1","sulfotransferase family 1E member 1"
"20139","1446","CSN1S1","casein alpha s1"
"20140","1447","CSN2","casein beta"
"20141","6779","STATH","statherin"
"20142","3347","HTN3","histatin 3"
"20143","3346","HTN1","histatin 1"
"20144","286828","CSN1S2AP","casein alpha s2 like A, pseudogene"
"20145","100337616","CSN1S2BP","casein alpha s2 like B, pseudogene"
"20146","401137","PRR27","proline rich 27"
"20147","54959","ODAM","odontogenic, ameloblast associated"
"20148","260436","FDCSP","follicular dendritic cell secreted protein"
"20149","1448","CSN3","casein kappa"
"20150","85438","CABS1","calcium binding protein, spermatid associated 1"
"20151","26952","SMR3A","submaxillary gland androgen regulated protein 3A"
"20152","10879","SMR3B","submaxillary gland androgen regulated protein 3B"
"20153","58503","OPRPN","opiorphin prepropeptide"
"20154","4589","MUC7","mucin 7, secreted"
"20155","401138","AMTN","amelotin"
"20156","258","AMBN","ameloblastin"
"20157","10117","ENAM","enamelin"
"20158","3512","JCHAIN","joining chain of multimeric IgA and IgM"
"20159","57050","UTP3","UTP3 small subunit processome component"
"20160","22902","RUFY3","RUN and FYVE domain containing 3"
"20161","2926","GRSF1","G-rich RNA sequence binding factor 1"
"20162","92597","MOB1B","MOB kinase activator 1B"
"20163","1633","DCK","deoxycytidine kinase"
"20164","8671","SLC4A4","solute carrier family 4 member 4"
"20165","2638","GC","GC vitamin D binding protein"
"20166","10886","NPFFR2","neuropeptide FF receptor 2"
"20167","9508","ADAMTS3","ADAM metallopeptidase with thrombospondin type 1 motif 3"
"20168","285521","COX18","cytochrome c oxidase assembly factor COX18"
"20169","26057","ANKRD17","ankyrin repeat domain 17"
"20170","213","ALB","albumin"
"20171","174","AFP","alpha fetoprotein"
"20172","173","AFM","afamin"
"20173","728040","LINC02499","long intergenic non-protein coding RNA 2499"
"20174","166824","RASSF6","Ras association domain family member 6"
"20175","3576","CXCL8","C-X-C motif chemokine ligand 8"
"20176","6372","CXCL6","C-X-C motif chemokine ligand 6"
"20177","5197","PF4V1","platelet factor 4 variant 1"
"20178","2919","CXCL1","C-X-C motif chemokine ligand 1"
"20179","5196","PF4","platelet factor 4"
"20180","5473","PPBP","pro-platelet basic protein"
"20181","6374","CXCL5","C-X-C motif chemokine ligand 5"
"20182","2921","CXCL3","C-X-C motif chemokine ligand 3"
"20183","10895","PPBPP2","pro-platelet basic protein pseudogene 2"
"20184","2920","CXCL2","C-X-C motif chemokine ligand 2"
"20185","441024","MTHFD2L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like"
"20186","255324","EPGN","epithelial mitogen"
"20187","2069","EREG","epiregulin"
"20188","374","AREG","amphiregulin"
"20189","685","BTC","betacellulin"
"20190","25849","PARM1","prostate androgen-regulated mucin-like protein 1"
"20191","100507388","LOC100507388","uncharacterized LOC100507388"
"20192","441025","LINC02483","long intergenic non-protein coding RNA 2483"
"20193","25898","RCHY1","ring finger and CHY zinc finger domain containing 1"
"20194","152815","THAP6","THAP domain containing 6"
"20195","152816","ODAPH","odontogenesis associated phosphoprotein"
"20196","8999","CDKL2","cyclin dependent kinase like 2"
"20197","9908","G3BP2","G3BP stress granule assembly factor 2"
"20198","8615","USO1","USO1 vesicle transport factor"
"20199","5470","PPEF2","protein phosphatase with EF-hand domain 2"
"20200","27163","NAAA","N-acylethanolamine acid amidase"
"20201","55153","SDAD1","SDA1 domain containing 1"
"20202","101928809","LOC101928809","uncharacterized LOC101928809"
"20203","4283","CXCL9","C-X-C motif chemokine ligand 9"
"20204","419","ART3","ADP-ribosyltransferase 3"
"20205","3627","CXCL10","C-X-C motif chemokine ligand 10"
"20206","6373","CXCL11","C-X-C motif chemokine ligand 11"
"20207","53371","NUP54","nucleoporin 54"
"20208","950","SCARB2","scavenger receptor class B member 2"
"20209","100129583","FAM47E","family with sequence similarity 47 member E"
"20210","100631383","FAM47E-STBD1","FAM47E-STBD1 readthrough"
"20211","8987","STBD1","starch binding domain 1"
"20212","339965","CCDC158","coiled-coil domain containing 158"
"20213","57619","SHROOM3","shroom family member 3"
"20214","100616299","MIR4450","microRNA 4450"
"20215","100616254","MIR548AH","microRNA 548ah"
"20216","345079","SOWAHB","sosondowah ankyrin repeat domain family member B"
"20217","55752","SEPTIN11","septin 11"
"20218","10983","CCNI","cyclin I"
"20219","901","CCNG2","cyclin G2"
"20220","10563","CXCL13","C-X-C motif chemokine ligand 13"
"20221","246175","CNOT6L","CCR4-NOT transcription complex subunit 6 like"
"20222","65008","MRPL1","mitochondrial ribosomal protein L1"
"20223","80144","FRAS1","Fraser extracellular matrix complex subunit 1"
"20224","306","ANXA3","annexin A3"
"20225","100505702","LINC01094","long intergenic non-protein coding RNA 1094"
"20226","101928893","LOC101928893","uncharacterized LOC101928893"
"20227","55589","BMP2K","BMP2 inducible kinase"
"20228","100616427",NA,NA
"20229","152559","PAQR3","progestin and adipoQ receptor family member 3"
"20230","100505875","LINC01088","long intergenic non-protein coding RNA 1088"
"20231","84779","NAA11","N(alpha)-acetyltransferase 11, NatA catalytic subunit"
"20232","2712","GK2","glycerol kinase 2"
"20233","100506035","LINC00989","long intergenic non-protein coding RNA 989"
"20234","118425","PCAT4","prostate cancer associated transcript 4"
"20235","118429","ANTXR2","ANTXR cell adhesion molecule 2"
"20236","56978","PRDM8","PR/SET domain 8"
"20237","2250","FGF5","fibroblast growth factor 5"
"20238","255119","CFAP299","cilia and flagella associated protein 299"
"20239","651","BMP3","bone morphogenetic protein 3"
"20240","5593","PRKG2","protein kinase cGMP-dependent 2"
"20241","101928942","LOC101928942","uncharacterized LOC101928942"
"20242","153020","RASGEF1B","RasGEF domain family member 1B"
"20243","3184","HNRNPD","heterogeneous nuclear ribonucleoprotein D"
"20244","9987","HNRNPDL","heterogeneous nuclear ribonucleoprotein D like"
"20245","58478","ENOPH1","enolase-phosphatase 1"
"20246","105377310","LOC105377310","syncytin-1-like"
"20247","441027","TMEM150C","transmembrane protein 150C"
"20248","439934","LINC00575","long intergenic non-protein coding RNA 575"
"20249","79966","SCD5","stearoyl-CoA desaturase 5"
"20250","693160","MIR575","microRNA 575"
"20251","22872","SEC31A","SEC31 homolog A, COPII coat complex component"
"20252","100499177","THAP9-AS1","THAP9 antisense RNA 1"
"20253","79725","THAP9","THAP domain containing 9"
"20254","132660","LIN54","lin-54 DREAM MuvB core complex component"
"20255","51138","COPS4","COP9 signalosome subunit 4"
"20256","51316","PLAC8","placenta associated 8"
"20257","27235","COQ2","coenzyme Q2, polyprenyltransferase"
"20258","10855","HPSE","heparanase"
"20259","113510","HELQ","helicase, POLQ like"
"20260","51023","MRPS18C","mitochondrial ribosomal protein S18C"
"20261","84142","ABRAXAS1","abraxas 1, BRCA1 A complex subunit"
"20262","84803","GPAT3","glycerol-3-phosphate acyltransferase 3"
"20263","101928978","LOC101928978","uncharacterized LOC101928978"
"20264","4825","NKX6-1","NK6 homeobox 1"
"20265","1040","CDS1","CDP-diacylglycerol synthase 1"
"20266","23001","WDFY3","WD repeat and FYVE domain containing 3"
